provinsi,tahun,crime_total,is_outlier,population,population_density,pop_extrapolated,crime_rate_per100k,unemployment_rate,pulau,region,pulau_enc,region_enc,crime_rate_per100k_scaled,population_scaled,population_density_scaled,unemployment_rate_scaled
Kalimantan Timur,2015,8764.0,False,3553216.0,27.4,True,246.6,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,1.018816374364473,-0.4013795437593009,-0.2719241299946813,-0.201202094519332
Kalimantan Timur,2016,8896.0,False,3594788.0,27.7,True,247.5,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,1.029264395240632,-0.3976129430381639,-0.2718112875006423,-0.201202094519332
Kalimantan Timur,2017,9149.0,False,3636847.0,28.0,True,251.6,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,1.0768609347875786,-0.3938022180374351,-0.2716984450066034,-0.201202094519332
Kalimantan Timur,2018,6287.0,False,3679398.0,28.3,True,170.9,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,0.1400217295586548,-0.3899469157357633,-0.2715856025125646,-0.201202094519332
Kalimantan Timur,2019,4417.0,False,3722447.0,28.7,True,118.7,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.4659634812585672,-0.3860464925075273,-0.271435145853846,-0.201202094519332
Kalimantan Timur,2020,3609.0,False,3766000.0,29.0,False,95.8,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.7318075679963908,-0.3821004047271059,-0.2713223033598071,-0.201202094519332
Kalimantan Timur,2021,4564.0,False,3808200.0,30.0,False,119.8,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.4531936779654841,-0.3782769045242775,-0.2709461617130108,-0.201202094519332
Kalimantan Utara,2019,876.0,False,693684.0,8.9,True,126.3,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.3777357494154468,-0.6604653537591632,-0.2788827504604136,-0.201202094519332
Kalimantan Utara,2020,1015.0,False,701800.0,9.0,False,144.6,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.1652926582668805,-0.6597300095021452,-0.278845136295734,-0.201202094519332
Kalimantan Utara,2021,971.0,False,713600.0,9.0,False,136.1,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.26396841098616,-0.6586608791136767,-0.278845136295734,-0.201202094519332
Kepulauan Bangka Belitung,2015,1875.0,False,1373451.0,84.0,True,136.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.2593248461523115,-0.598875560811864,-0.250634512786008,0.0385332008114859
Kepulauan Bangka Belitung,2016,2094.0,False,1389520.0,85.0,True,150.7,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.0944782945506918,-0.5974196407938722,-0.2502583711392117,0.0385332008114859
Kepulauan Bangka Belitung,2017,1931.0,False,1405778.0,85.9,True,137.4,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.2488768252761524,-0.595946596568811,-0.249919843657095,0.0385332008114859
