provinsi,tahun,crime_total,is_outlier,population,population_density,pop_extrapolated,crime_rate_per100k,unemployment_rate,pulau,region,pulau_enc,region_enc,crime_rate_per100k_scaled,population_scaled,population_density_scaled,unemployment_rate_scaled
Kalimantan Timur,2020,3609.0,False,3766000.0,29.0,False,95.8,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.7390943553,-0.3866746899,-0.270674293,-0.2012020945
Kalimantan Timur,2021,4564.0,False,3808200.0,30.0,False,119.8,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.4623684332,-0.3828456253,-0.2702982135,-0.2012020945
Kalimantan Timur,2022,4221.0,False,3859800.0,30.0,False,109.4,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.5822829994,-0.378163641,-0.2702982135,-0.2012020945
Kalimantan Timur,2023,6762.0,False,3909700.0,31.0,False,173.0,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,0.1510406939,-0.3736359081,-0.2699221339,-0.2012020945
Kalimantan Timur,2024,7158.0,False,4045900.0,32.0,False,176.9,5.445,Kalimantan,Kalimantan Bagian Timur,2,7,0.1960086562,-0.3612776473,-0.2695460544,1.5199743848
Kalimantan Utara,2019,876.0,False,693684.0,8.9,True,126.3,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.3874218294,-0.6654447523,-0.2782334916,-0.2012020945
Kalimantan Utara,2020,1015.0,False,701800.0,9.0,False,144.6,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.1764183138,-0.6647083379,-0.2781958836,-0.2012020945
Kalimantan Utara,2021,971.0,False,713600.0,9.0,False,136.1,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,-0.2744254112,-0.6636376515,-0.2781958836,-0.2012020945
Kalimantan Utara,2022,1280.0,False,727800.0,10.0,False,175.9,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,0.1844784095,-0.6623491985,-0.2778198041,-0.2012020945
Kalimantan Utara,2023,1701.0,False,730000.0,10.0,False,233.0,4.045,Kalimantan,Kalimantan Bagian Timur,2,7,0.8428554989,-0.662149579,-0.2778198041,-0.2012020945
Kalimantan Utara,2024,1593.0,False,739800.0,11.0,False,215.3,3.955,Kalimantan,Kalimantan Bagian Timur,2,7,0.6387701314,-0.6612603649,-0.2774437246,-0.3118491539
Kepulauan Bangka Belitung,2015,1875.0,False,1373451.0,84.0,True,136.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.2698133125,-0.6037653258,-0.2499899187,0.0385332008
Kepulauan Bangka Belitung,2016,2094.0,False,1389520.0,85.0,True,150.7,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.1060838087,-0.6023072869,-0.2496138392,0.0385332008
Kepulauan Bangka Belitung,2017,1931.0,False,1405778.0,85.9,True,137.4,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.2594360904,-0.6008320989,-0.2492753676,0.0385332008
Kepulauan Bangka Belitung,2018,2048.0,False,1422225.0,87.0,True,144.0,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.1833364619,-0.5993397618,-0.2488616801,0.0385332008
Kepulauan Bangka Belitung,2019,1953.0,False,1438865.0,88.0,True,135.7,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.2790375099,-0.5978299126,-0.2484856006,0.0385332008
Kepulauan Bangka Belitung,2020,1931.0,False,1455700.0,89.0,False,132.7,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.3136282502,-0.5963023699,-0.2481095211,0.0385332008
Kepulauan Bangka Belitung,2021,1566.0,False,1473200.0,90.0,False,106.3,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.6180267644,-0.5947144876,-0.2477334415,0.0385332008
Kepulauan Bangka Belitung,2022,2072.0,False,1494600.0,90.0,False,138.6,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.2455997943,-0.5927727344,-0.2477334415,0.0385332008
Kepulauan Bangka Belitung,2023,2211.0,False,1511900.0,91.0,False,146.2,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.157969919,-0.5912029994,-0.247357362,0.0385332008
Kepulauan Bangka Belitung,2024,2645.0,False,1531500.0,92.0,False,172.7,4.24,Sumatera,Sumatera Bagian Selatan,5,15,0.1475816199,-0.5894245712,-0.2469812825,0.0385332008
Kepulauan Riau,2015,4892.0,False,1947947.0,237.8,True,251.1,4.24,Sumatera,Sumatera Bagian Utara,5,17,1.0515529651,-0.5516377823,-0.1921488867,0.0385332008
Kepulauan Riau,2016,4885.0,False,1970738.0,240.5,True,247.9,4.24,Sumatera,Sumatera Bagian Utara,5,17,1.0146561755,-0.5495698152,-0.1911334719,0.0385332008
Kepulauan Riau,2017,3673.0,False,1993796.0,243.4,True,184.2,4.24,Sumatera,Sumatera Bagian Utara,5,17,0.2801794575,-0.5474776215,-0.1900428413,0.0385332008
Kepulauan Riau,2018,3409.0,False,2017123.0,246.2,True,169.0,4.24,Sumatera,Sumatera Bagian Utara,5,17,0.1049197069,-0.5453610198,-0.1889898186,0.0385332008
Kepulauan Riau,2019,3159.0,False,2040724.0,249.1,True,154.8,4.24,Sumatera,Sumatera Bagian Utara,5,17,-0.058809797,-0.5432195564,-0.1878991879,0.0385332008
Kepulauan Riau,2020,2843.0,False,2064600.0,252.0,False,137.7,4.24,Sumatera,Sumatera Bagian Utara,5,17,-0.2559770164,-0.5410531406,-0.1868085573,0.0385332008
Kepulauan Riau,2021,2481.0,False,2118200.0,258.0,False,117.1,4.24,Sumatera,Sumatera Bagian Utara,5,17,-0.4935000995,-0.5361896841,-0.1845520801,0.0385332008
Kepulauan Riau,2022,3358.0,False,2179800.0,264.0,False,154.1,4.24,Sumatera,Sumatera Bagian Utara,5,17,-0.0668809697,-0.5306003385,-0.1822956029,0.0385332008
Kepulauan Riau,2023,5074.0,False,2152600.0,260.0,False,235.7,4.24,Sumatera,Sumatera Bagian Utara,5,17,0.8739871651,-0.5330683612,-0.183799921,0.0385332008
Kepulauan Riau,2024,5294.0,False,2183300.0,264.0,False,242.5,4.24,Sumatera,Sumatera Bagian Utara,5,17,0.952392843,-0.530282762,-0.1822956029,0.0385332008
Lampung,2015,9218.0,False,8498846.0,245.3,True,108.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.5926602215,0.0427654375,-0.1893282902,0.0385332008
Lampung,2016,10485.0,False,8598283.0,248.2,True,121.9,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.4381549151,0.0517879661,-0.1882376595,0.0385332008
Lampung,2017,11089.0,False,8698883.0,251.1,True,127.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.3735855333,0.0609160207,-0.1871470289,0.0385332008
Lampung,2018,8963.0,False,8800660.0,254.0,True,101.8,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.6699128748,0.0701508717,-0.1860563982,0.0385332008
Lampung,2019,8534.0,False,8903628.0,257.0,True,95.8,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.7390943553,0.0794937895,-0.1849281596,0.0385332008
Lampung,2020,7594.0,False,9007800.0,260.0,False,84.3,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.8716921929,0.0889459536,-0.183799921,0.0385332008
Lampung,2021,9764.0,False,9081800.0,262.0,False,107.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.6041904683,0.0956604272,-0.183047762,0.0385332008
Lampung,2022,11022.0,False,9176600.0,273.0,False,120.1,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.4589093592,0.1042622122,-0.1789108871,0.0385332008
Lampung,2023,16608.0,False,9314000.0,277.0,False,178.3,4.24,Sumatera,Sumatera Bagian Selatan,5,15,0.2121510017,0.1167293564,-0.177406569,0.0385332008
Lampung,2024,16249.0,False,9419600.0,281.0,False,172.5,4.155,Sumatera,Sumatera Bagian Selatan,5,15,0.1452755705,0.1263110917,-0.1759022509,-0.0659667997
Maluku,2015,1873.0,False,1744435.0,36.8,True,107.4,5.065,Maluku & Papua,Maluku,3,8,-0.605343493,-0.5701036735,-0.2677408727,1.0527979118
Maluku,2016,2559.0,False,1764844.0,37.2,True,145.0,5.065,Maluku & Papua,Maluku,3,8,-0.1718062151,-0.5682518398,-0.2675904408,1.0527979118
Maluku,2017,3086.0,False,1785493.0,37.7,True,172.8,5.065,Maluku & Papua,Maluku,3,8,0.1487346445,-0.5663782295,-0.2674024011,1.0527979118
Maluku,2018,2751.0,False,1806383.0,38.1,True,152.3,5.065,Maluku & Papua,Maluku,3,8,-0.0876354139,-0.5644827518,-0.2672519693,1.0527979118
Maluku,2019,3495.0,False,1827518.0,38.5,True,191.2,5.065,Maluku & Papua,Maluku,3,8,0.3608911847,-0.5625650437,-0.2671015374,1.0527979118
Maluku,2020,5350.0,False,1848900.0,39.0,False,289.4,5.065,Maluku & Papua,Maluku,3,8,1.4931614156,-0.5606249237,-0.2669134977,1.0527979118
Maluku,2021,3139.0,False,1862600.0,40.0,False,168.5,5.065,Maluku & Papua,Maluku,3,8,0.0991545835,-0.5593818388,-0.2665374181,1.0527979118
Maluku,2022,2383.0,False,1881700.0,41.0,False,126.6,5.065,Maluku & Papua,Maluku,3,8,-0.3839627553,-0.5576487787,-0.2661613386,1.0527979118
Maluku,2023,4741.0,False,1920500.0,42.0,False,246.9,5.065,Maluku & Papua,Maluku,3,8,1.0031259288,-0.5541282169,-0.2657852591,1.0527979118
Maluku,2024,4512.0,False,1945600.0,42.0,False,231.9,6.035,Maluku & Papua,Maluku,3,8,0.8301722275,-0.55185074,-0.2657852591,2.2453273296
Maluku Utara,2015,814.0,False,1204417.0,38.0,True,67.58,5.065,Maluku & Papua,Maluku,3,8,-1.0644779186,-0.6191028167,-0.2672895772,1.0527979118
Maluku Utara,2016,1096.0,False,1219720.0,38.0,True,89.86,5.065,Maluku & Papua,Maluku,3,8,-0.807584021,-0.6177142817,-0.2672895772,1.0527979118
Maluku Utara,2017,789.0,False,1235217.0,39.0,True,63.88,5.065,Maluku & Papua,Maluku,3,8,-1.1071398315,-0.6163081439,-0.2669134977,1.0527979118
Maluku Utara,2020,850.0,False,1282900.0,40.0,False,66.26,5.065,Maluku & Papua,Maluku,3,8,-1.0796978443,-0.611981573,-0.2665374181,1.0527979118
Maluku Utara,2021,1008.0,False,1299200.0,41.0,False,77.59,5.065,Maluku & Papua,Maluku,3,8,-0.9490601486,-0.6105025741,-0.2661613386,1.0527979118
Maluku Utara,2022,1220.0,False,1319300.0,40.0,False,92.47,5.065,Maluku & Papua,Maluku,3,8,-0.7774900769,-0.6086787779,-0.2665374181,1.0527979118
Maluku Utara,2023,2334.0,False,1337100.0,41.0,False,174.56,5.065,Maluku & Papua,Maluku,3,8,0.1690278788,-0.6070636748,-0.2661613386,1.0527979118
Maluku Utara,2024,2146.0,False,1355600.0,41.0,False,158.31,4.095000000000001,Maluku & Papua,Maluku,3,8,-0.0183386309,-0.6053850564,-0.2661613386,-0.139731506
Nusa Tenggara Barat,2015,6015.0,False,5019507.0,269.8,True,119.8,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.4623684332,-0.2729363165,-0.1801143416,-1.4674962186
Nusa Tenggara Barat,2016,7779.0,False,5078235.0,273.0,True,153.2,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.0772581918,-0.267607565,-0.1789108871,-1.4674962186
Nusa Tenggara Barat,2017,8132.0,False,5137650.0,276.2,True,158.3,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.0184539333,-0.2622164779,-0.1777074326,-1.4674962186
Nusa Tenggara Barat,2018,6451.0,False,5197761.0,279.4,True,124.1,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.4127883722,-0.2567622384,-0.1765039781,-1.4674962186
Nusa Tenggara Barat,2019,8185.0,False,5258575.0,282.7,True,155.7,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.0484325749,-0.2512442115,-0.1752629157,-1.4674962186
Nusa Tenggara Barat,2020,8591.0,False,5320100.0,286.0,False,161.5,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,0.0184428563,-0.2456616711,-0.1740218532,-1.4674962186
Nusa Tenggara Barat,2021,6296.0,False,5390000.0,290.0,False,116.8,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.4969591735,-0.2393192156,-0.1725175351,-1.4674962186
Nusa Tenggara Barat,2022,5296.0,False,5473700.0,278.0,False,96.8,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.7275641085,-0.2317246016,-0.1770304895,-1.4674962186
Nusa Tenggara Barat,2023,7550.0,False,5560300.0,283.0,False,135.8,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.2778844852,-0.2238668528,-0.1751500918,-1.4674962186
Nusa Tenggara Barat,2024,7546.0,False,5646000.0,287.0,False,133.7,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.3020980034,-0.2160907665,-0.1736457737,-1.4674962186
Nusa Tenggara Timur,2015,6709.0,False,5024696.0,102.8,True,133.5,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.3044040528,-0.2724654867,-0.2429196235,-1.4674962186
Nusa Tenggara Timur,2016,8713.0,False,5083485.0,104.0,True,171.4,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,0.1325922991,-0.2671312004,-0.2424683281,-1.4674962186
Nusa Tenggara Timur,2017,6729.0,False,5142962.0,105.3,True,130.8,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.335535719,-0.2617344876,-0.2419794247,-1.4674962186
Nusa Tenggara Timur,2018,6257.0,False,5203134.0,106.5,True,120.3,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.4566033099,-0.2562747132,-0.2415281293,-1.4674962186
Nusa Tenggara Timur,2019,5865.0,False,5264011.0,107.7,True,111.4,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.5592225059,-0.2507509699,-0.2410768338,-1.4674962186
Nusa Tenggara Timur,2020,4790.0,False,5325600.0,109.0,False,89.9,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.8071228111,-0.2451626224,-0.2405879304,-1.4674962186
Nusa Tenggara Timur,2021,4909.0,False,5387700.0,111.0,False,91.1,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.793286515,-0.2395279087,-0.2398357714,-1.4674962186
Nusa Tenggara Timur,2022,5991.0,False,5466300.0,118.0,False,109.6,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,-0.5799769501,-0.232396049,-0.2372032146,-1.4674962186
Nusa Tenggara Timur,2023,12692.0,False,5569100.0,120.0,False,227.9,3.015,Bali & Nusa Tenggara,Nusa Tenggara,0,9,0.7840512405,-0.2230683749,-0.2364510556,-1.4674962186
Nusa Tenggara Timur,2024,13007.0,False,5656000.0,122.0,False,230.0,3.095,Bali & Nusa Tenggara,Nusa Tenggara,0,9,0.8082647587,-0.2151834052,-0.2356988965,-1.3691432769
Papua,2015,7194.0,False,4054260.0,12.0,True,177.44,5.065,Maluku & Papua,Papua,3,10,0.2022349895,-0.3605190932,-0.2770676451,1.0527979118
Papua,2016,8103.0,False,4102964.0,12.0,True,197.49,5.065,Maluku & Papua,Papua,3,10,0.4334164368,-0.3560998808,-0.2770676451,1.0527979118
Papua,2017,6785.0,False,4152253.0,13.0,True,163.41,5.065,Maluku & Papua,Papua,3,10,0.0404656275,-0.3516275877,-0.2766915655,1.0527979118
Papua,2018,7311.0,False,4202134.0,13.0,True,173.98,5.065,Maluku & Papua,Papua,3,10,0.1623403357,-0.3471015788,-0.2766915655,1.0527979118
Papua,2019,6994.0,False,4252614.0,13.0,True,164.46,5.065,Maluku & Papua,Papua,3,10,0.0525723866,-0.342521219,-0.2766915655,1.0527979118
Papua,2020,6962.0,False,4303700.0,13.0,False,161.77,5.065,Maluku & Papua,Papua,3,10,0.0215560229,-0.3378858731,-0.2766915655,1.0527979118
Papua,2021,6236.0,False,4355400.0,14.0,False,143.18,5.065,Maluku & Papua,Papua,3,10,-0.1927912642,-0.3331948152,-0.276315486,1.0527979118
Papua,2022,7584.0,False,4418600.0,14.0,False,171.64,5.065,Maluku & Papua,Papua,3,10,0.1353595583,-0.3274602918,-0.276315486,1.0527979118
Papua,2023,14074.0,False,4482700.0,14.0,True,313.96,5.065,Maluku & Papua,Papua,3,10,1.7763442758,-0.3216441059,-0.276315486,1.0527979118
Papua,2024,13922.0,False,4542600.0,14.0,True,306.48,2.62,Maluku & Papua,Papua,3,10,1.6900980301,-0.3162090118,-0.276315486,-1.9531138681
Papua Barat,2015,1356.0,False,1027109.0,10.0,True,132.02,5.065,Maluku & Papua,Papua,3,10,-0.321468818,-0.6351910583,-0.2778198041,1.0527979118
Papua Barat,2016,3123.0,False,1047667.0,10.0,True,298.09,5.065,Maluku & Papua,Papua,3,10,1.5933592599,-0.633325705,-0.2778198041,1.0527979118
Papua Barat,2017,2284.0,False,1068637.0,10.0,True,213.73,5.065,Maluku & Papua,Papua,3,10,0.620667644,-0.6314229683,-0.2778198041,1.0527979118
Papua Barat,2018,3475.0,False,1090027.0,11.0,True,318.8,5.065,Maluku & Papua,Papua,3,10,1.8321506701,-0.6294821225,-0.2774437246,1.0527979118
Papua Barat,2019,2972.0,False,1111845.0,11.0,True,267.3,5.065,Maluku & Papua,Papua,3,10,1.2383429625,-0.6275024417,-0.2774437246,1.0527979118
Papua Barat,2020,3162.0,False,1134100.0,11.0,False,278.81,5.065,Maluku & Papua,Papua,3,10,1.3710561026,-0.6254831091,-0.2774437246,1.0527979118
Papua Barat,2021,2784.0,False,1156800.0,11.0,False,240.66,5.065,Maluku & Papua,Papua,3,10,0.931177189,-0.623423399,-0.2774437246,1.0527979118
Papua Barat,2022,4083.0,False,1183300.0,12.0,False,345.05,5.065,Maluku & Papua,Papua,3,10,2.1348196473,-0.6210188915,-0.2770676451,1.0527979118
Papua Barat,2023,6410.0,False,1187300.0,12.0,False,539.88,5.065,Maluku & Papua,Papua,3,10,4.3812576217,-0.620655947,-0.2770676451,1.0527979118
Papua Barat,2024,6085.0,False,1205800.0,11.0,True,504.64,6.25,Maluku & Papua,Papua,3,10,3.9749317262,-0.6189773286,-0.2774437246,2.5096508604
Riau,2015,9595.0,False,6032824.0,68.9,True,159.0,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.0103827606,-0.1809918539,-0.2556687197,0.0385332008
Riau,2016,8520.0,False,6103408.0,69.7,True,139.6,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.2340695476,-0.174587335,-0.255367856,0.0385332008
Riau,2017,6869.0,False,6174818.0,70.5,True,111.2,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.5615285553,-0.168107868,-0.2550669924,0.0385332008
Riau,2018,7246.0,False,6247064.0,71.3,True,116.0,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.5061833709,-0.1615525456,-0.2547661288,0.0385332008
Riau,2019,6570.0,False,6320154.0,72.2,True,104.0,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.6445463319,-0.1549206419,-0.2544276572,0.0385332008
Riau,2020,8194.0,False,6394100.0,73.0,False,128.1,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.3666673852,-0.148211068,-0.2541267936,0.0385332008
Riau,2021,7512.0,False,6493600.0,75.0,False,115.7,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.5096424449,-0.1391828231,-0.2533746345,0.0385332008
Riau,2022,12389.0,False,6614400.0,74.0,False,187.3,4.24,Sumatera,Sumatera Bagian Tengah,5,16,0.3159232224,-0.1282218987,-0.2537507141,0.0385332008
Riau,2023,15777.0,False,6642900.0,74.0,False,237.5,4.24,Sumatera,Sumatera Bagian Tengah,5,16,0.8947416093,-0.125635919,-0.2537507141,0.0385332008
Riau,2024,17799.0,False,6728100.0,75.0,False,264.5,3.775,Sumatera,Sumatera Bagian Tengah,5,16,1.2060582716,-0.1179052008,-0.2533746345,-0.5331432727
Sulawesi Barat,2018,1817.0,False,1386565.0,83.0,True,131.0,3.1224999999999996,Sulawesi,Sulawesi Bagian Barat,4,11,-0.3332296696,-0.6025754122,-0.2503659983,-1.3353344532
Sulawesi Barat,2019,1863.0,False,1402787.0,84.0,True,132.8,3.1224999999999996,Sulawesi,Sulawesi Bagian Barat,4,11,-0.3124752255,-0.6011034907,-0.2499899187,-1.3353344532
Sulawesi Barat,2020,1704.0,False,1419200.0,85.0,False,120.1,3.1224999999999996,Sulawesi,Sulawesi Bagian Barat,4,11,-0.4589093592,-0.5996142386,-0.2496138392,-1.3353344532
Sulawesi Barat,2021,1500.0,False,1436800.0,86.0,False,104.4,3.1224999999999996,Sulawesi,Sulawesi Bagian Barat,4,11,-0.6399342332,-0.5980172827,-0.2492377597,-1.3353344532
Sulawesi Barat,2022,2027.0,False,1458600.0,88.0,False,139.0,3.1224999999999996,Sulawesi,Sulawesi Bagian Barat,4,11,-0.2409876956,-0.5960392351,-0.2484856006,-1.3353344532
Sulawesi Barat,2023,2679.0,False,1481100.0,89.0,False,180.9,3.1224999999999996,Sulawesi,Sulawesi Bagian Barat,4,11,0.2421296432,-0.5939976722,-0.2481095211,-1.3353344532
Sulawesi Barat,2024,2882.0,False,1503200.0,91.0,False,191.7,2.85,Sulawesi,Sulawesi Bagian Barat,4,11,0.3666563081,-0.5919924037,-0.247357362,-1.6703491608
Sulawesi Selatan,2015,16088.0,False,8560834.0,183.0,True,187.9,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,0.3228413705,0.0483899887,-0.212758045,-1.3353344532
Sulawesi Selatan,2016,15071.0,False,8660996.0,185.2,True,174.0,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,0.1625709406,0.0574783009,-0.2119306701,-1.3353344532
Sulawesi Selatan,2017,21616.0,False,8762330.0,187.3,True,246.7,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,1.0008198794,0.0666729559,-0.211140903,-1.3353344532
Sulawesi Selatan,2018,21498.0,False,8864849.0,189.5,True,242.5,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,0.952392843,0.0759751331,-0.2103135281,-1.3353344532
Sulawesi Selatan,2019,16008.0,False,8968568.0,191.8,True,178.5,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,0.214457051,0.0853861938,-0.2094485451,-1.3353344532
Sulawesi Selatan,2020,12815.0,False,9073500.0,194.0,False,141.2,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.2156211528,0.0949073173,-0.2086211702,-1.3353344532
Sulawesi Selatan,2021,14636.0,False,9139500.0,196.0,False,160.1,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,0.0023005108,0.1008959018,-0.2078690111,-1.3353344532
Sulawesi Selatan,2022,28679.0,False,9225800.0,204.0,False,310.9,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,1.7410617208,0.1087264298,-0.2048603749,-1.3353344532
Sulawesi Selatan,2023,41196.0,False,9362300.0,207.0,False,440.0,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,3.2296165763,0.1211119115,-0.2037321363,-1.3353344532
Sulawesi Selatan,2024,39443.0,False,9463400.0,209.0,False,416.8,4.545,Sulawesi,Sulawesi Bagian Selatan,4,12,2.9621148517,0.1302853342,-0.2029799772,0.4135037909
Sulawesi Tengah,2015,8988.0,False,2817004.0,45.3,True,319.1,3.1224999999999996,Sulawesi,Sulawesi Bagian Tengah,4,13,1.8356097441,-0.4727829138,-0.2645441966,-1.3353344532
Sulawesi Tengah,2016,9602.0,False,2849963.0,45.8,True,336.9,3.1224999999999996,Sulawesi,Sulawesi Bagian Tengah,4,13,2.0408481363,-0.4697923418,-0.2643561569,-1.3353344532
Sulawesi Tengah,2017,10240.0,False,2883307.0,46.4,True,355.1,3.1224999999999996,Sulawesi,Sulawesi Bagian Tengah,4,13,2.2506986272,-0.4667668363,-0.2641305091,-1.3353344532
Sulawesi Tengah,2018,9379.0,False,2917042.0,46.9,True,321.5,3.1224999999999996,Sulawesi,Sulawesi Bagian Tengah,4,13,1.8632823363,-0.4637058529,-0.2639424694,-1.3353344532
Sulawesi Tengah,2019,6265.0,False,2951171.0,47.4,True,212.3,3.1224999999999996,Sulawesi,Sulawesi Bagian Tengah,4,13,0.6041793912,-0.4606091196,-0.2637544296,-1.3353344532
Sulawesi Tengah,2020,5454.0,False,2985700.0,48.0,False,182.7,3.1224999999999996,Sulawesi,Sulawesi Bagian Tengah,4,13,0.2628840874,-0.4574760917,-0.2635287819,-1.3353344532
Sulawesi Tengah,2021,5139.0,False,3021900.0,49.0,False,170.1,3.1224999999999996,Sulawesi,Sulawesi Bagian Tengah,4,13,0.1176029783,-0.4541914439,-0.2631527024,-1.3353344532
Sulawesi Tengah,2022,5453.0,False,3066100.0,50.0,False,177.8,3.1224999999999996,Sulawesi,Sulawesi Bagian Tengah,4,13,0.2063858783,-0.4501809069,-0.2627766228,-1.3353344532
Sulawesi Tengah,2023,8944.0,False,3086800.0,50.0,False,289.7,3.1224999999999996,Sulawesi,Sulawesi Bagian Tengah,4,13,1.4966204897,-0.4483026691,-0.2627766228,-1.3353344532
Sulawesi Tengah,2024,9623.0,False,3121800.0,51.0,False,308.3,3.045,Sulawesi,Sulawesi Bagian Tengah,4,13,1.7110830792,-0.4451269045,-0.2624005433,-1.4306138654
Sulawesi Tenggara,2015,3655.0,False,2476589.0,65.1,True,147.6,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.1418275736,-0.5036708534,-0.2570978219,-1.3353344532
Sulawesi Tenggara,2016,3756.0,False,2505566.0,65.9,True,149.9,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.1153080061,-0.5010415925,-0.2567969583,-1.3353344532
Sulawesi Tenggara,2017,2866.0,False,2534881.0,66.6,True,113.1,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.5396210865,-0.4983816629,-0.2565337026,-1.3353344532
Sulawesi Tenggara,2018,1263.0,False,2564539.0,67.4,True,49.2,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,-1.2764038538,-0.4956906108,-0.256232839,-1.3353344532
Sulawesi Tenggara,2019,1213.0,False,2594544.0,68.2,True,46.8,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,-1.304076446,-0.4929680732,-0.2559319753,-1.3353344532
Sulawesi Tenggara,2020,2148.0,False,2624900.0,69.0,False,81.8,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.9005178098,-0.4902136873,-0.2556311117,-1.3353344532
Sulawesi Tenggara,2021,2431.0,False,2659200.0,70.0,False,91.4,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.789827441,-0.487101438,-0.2552550322,-1.3353344532
Sulawesi Tenggara,2022,3828.0,False,2701700.0,75.0,False,141.7,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.2098560294,-0.4832451525,-0.2533746345,-1.3353344532
Sulawesi Tenggara,2023,6276.0,False,2749000.0,76.0,False,228.3,3.1224999999999996,Sulawesi,Sulawesi Bagian Selatan,4,12,0.7886633392,-0.4789533336,-0.252998555,-1.3353344532
Sulawesi Tenggara,2024,5939.0,False,2793100.0,77.0,False,212.6,3.155,Sulawesi,Sulawesi Bagian Selatan,4,12,0.6076384652,-0.4749518703,-0.2526224755,-1.2953785706
Sulawesi Utara,2015,7837.0,False,2473759.0,178.3,True,316.8,3.1224999999999996,Sulawesi,Sulawesi Bagian Utara,4,14,1.8090901766,-0.5039276366,-0.2145256188,-1.3353344532
