provinsi,tahun,pulau,region,pulau_enc,region_enc,crime_rate_per100k_scaled,population_scaled,population_density_scaled,unemployment_rate_scaled
Maluku,2019,Maluku Papua,Maluku,3,8,0.37568264487646325,-0.5577351516507818,-0.2677489577152418,1.0527979118264836
Maluku,2020,Maluku Papua,Maluku,3,8,1.5156778115862564,-0.5557978511451687,-0.26756088689184365,1.0527979118264836
Maluku,2021,Maluku Papua,Maluku,3,8,0.11216034055556413,-0.5545565726433026,-0.2671847452450473,1.0527979118264836
Maluku,2022,Maluku Papua,Maluku,3,8,-0.37425307579006056,-0.5528260310823068,-0.2668086035982509,1.0527979118264836
Maluku,2023,Maluku Papua,Maluku,3,8,1.0222990479898595,-0.5493105853981898,-0.2664324619514546,1.0527979118264836
Maluku,2024,Maluku Papua,Maluku,3,8,0.8481653667205428,-0.5470364182159387,-0.2664324619514546,2.245327329625935
Maluku Utara,2015,Maluku Papua,Maluku,3,8,-0.5971441878147857,-0.5652628262325731,-0.2683883985147956,1.0527979118264836
Maluku Utara,2016,Maluku Papua,Maluku,3,8,-0.16064909343303202,-0.5634136836818734,-0.268237941856077,1.0527979118264836
Maluku Utara,2017,Maluku Papua,Maluku,3,8,0.16207866251943506,-0.5615427961063236,-0.26804987103267885,1.0527979118264836
Maluku Utara,2020,Maluku Papua,Maluku,3,8,1.5156778115862564,-0.5557978511451687,-0.26756088689184365,1.0527979118264836
Maluku Utara,2021,Maluku Papua,Maluku,3,8,-0.9430897679364951,-0.6056030184791674,-0.2668086035982509,1.0527979118264836
Maluku Utara,2022,Maluku Papua,Maluku,3,8,-0.7701169778756405,-0.6037818726479625,-0.2671847452450473,1.0527979118264836
Maluku Utara,2023,Maluku Papua,Maluku,3,8,0.18297470427175286,-0.6021691166382387,-0.2668086035982509,1.0527979118264836
Maluku Utara,2024,Maluku Papua,Maluku,3,8,-0.006250562707571079,-0.6004929376393684,-0.2668086035982509,-0.13973150597296768
Nusa Tenggara Barat,2015,Bali Nusra,Nusa Tenggara,0,9,-0.4531936779654841,-0.2685273177899787,-0.1807473948112468,-1.4674962185744203
Nusa Tenggara Barat,2016,Bali Nusra,Nusa Tenggara,0,9,-0.06545601433913902,-0.26320631020913265,-0.1795437415414985,-1.4674962185744203
Nusa Tenggara Barat,2017,Bali Nusra,Nusa Tenggara,0,9,-0.006250562707571079,-0.25782305749465284,-0.17834008827175019,-1.4674962185744203
Nusa Tenggara Barat,2018,Bali Nusra,Nusa Tenggara,0,9,-0.40327535600161335,-0.25237674420810746,-0.17713643500200188,-1.4674962185744203
Nusa Tenggara Barat,2019,Bali Nusra,Nusa Tenggara,0,9,-0.036433734127586236,-0.246866736119605,-0.17589516756757392,-1.4674962185744203
Nusa Tenggara Barat,2020,Bali Nusra,Nusa Tenggara,0,9,0.03089795596321635,-0.2412923083949838,-0.174653900133146,-1.4674962185744203
Nusa Tenggara Barat,2021,Bali Nusra,Nusa Tenggara,0,9,-0.48802041421934744,-0.2349590699073605,-0.1731493335459606,-1.4674962185744203
Nusa Tenggara Barat,2022,Bali Nusra,Nusa Tenggara,0,9,-0.7201986559117697,-0.22737549249085023,-0.17766303330751676,-1.4674962185744203
Nusa Tenggara Barat,2023,Bali Nusra,Nusa Tenggara,0,9,-0.2674510846115461,-0.21952916269073328,-0.17578232507353503,-1.4674962185744203
Nusa Tenggara Barat,2024,Bali Nusra,Nusa Tenggara,0,9,-0.29182979998925074,-0.2117643767338046,-0.17427775848634963,-1.4674962185744203
Nusa Tenggara Timur,2015,Bali Nusra,Nusa Tenggara,0,9,-0.2941515824061748,-0.26805717223186315,-0.24356304982623672,-1.4674962185744203
Nusa Tenggara Timur,2016,Bali Nusra,Nusa Tenggara,0,9,0.14582618560096544,-0.26273063779053435,-0.2431116798500811,-1.4674962185744203
Nusa Tenggara Timur,2017,Bali Nusra,Nusa Tenggara,0,9,-0.32549564503465167,-0.25734176761130156,-0.24262269570924586,-1.4674962185744203
Nusa Tenggara Timur,2018,Bali Nusra,Nusa Tenggara,0,9,-0.44738922192317354,-0.2518899274642734,-0.24217132573309022,-1.4674962185744203
Nusa Tenggara Timur,2019,Bali Nusra,Nusa Tenggara,0,9,-0.5507085394763014,-0.24637421130674778,-0.2417199557569346,-1.4674962185744203
Nusa Tenggara Timur,2020,Bali Nusra,Nusa Tenggara,0,9,-0.8003001492956553,-0.2407939849088332,-0.24123097161609935,-1.4674962185744203
Nusa Tenggara Timur,2021,Bali Nusra,Nusa Tenggara,0,9,-0.78636945479411,-0.23516745972884168,-0.24047868832250668,-1.4674962185744203
Nusa Tenggara Timur,2022,Bali Nusra,Nusa Tenggara,0,9,-0.5716045812286195,-0.22804596409039835,-0.23784569679493225,-1.4674962185744203
Nusa Tenggara Timur,2023,Bali Nusra,Nusa Tenggara,0,9,0.8017297183820583,-0.2187318451128923,-0.23709341350133956,-1.4674962185744203
Nusa Tenggara Timur,2024,Bali Nusra,Nusa Tenggara,0,9,0.8261084337597626,-0.21085833403171256,-0.23634113020774686,-1.3691432769002378
Papua,2015,Maluku Papua,Papua,3,10,-0.5971441878147857,-0.5652628262325731,-0.2683883985147956,1.0527979118264836
Papua,2016,Maluku Papua,Papua,3,10,-0.16064909343303202,-0.5634136836818734,-0.268237941856077,1.0527979118264836
Papua,2017,Maluku Papua,Papua,3,10,0.16207866251943506,-0.5615427961063236,-0.26804987103267885,1.0527979118264836
Papua,2018,Maluku Papua,Papua,3,10,-0.07590403521529776,-0.5596500729016534,-0.26789941437396037,1.0527979118264836
Papua,2019,Maluku Papua,Papua,3,10,0.37568264487646325,-0.5577351516507818,-0.2677489577152418,1.0527979118264836
Papua,2020,Maluku Papua,Papua,3,10,1.5156778115862564,-0.5557978511451687,-0.26756088689184365,1.0527979118264836
Papua,2021,Maluku Papua,Papua,3,10,-0.41546471369046545,-0.580079795561235,-0.2669966744216491,1.0527979118264836
Papua,2022,Maluku Papua,Papua,3,10,-0.5721850268328504,-0.5783039518651346,-0.2669966744216491,1.0527979118264836
Papua,2023,Maluku Papua,Papua,3,10,0.6026368761308062,-0.5757398510182142,-0.26662053277485276,1.0527979118264836
Papua,2024,Maluku Papua,Papua,3,10,0.8481653667205428,-0.6004929376393684,-0.2668086035982509,-1.9531138680906912
Papua Barat,2015,Maluku Papua,Papua,3,10,-0.5971441878147857,-0.5652628262325731,-0.2683883985147956,1.0527979118264836
Papua Barat,2016,Maluku Papua,Papua,3,10,-0.16064909343303202,-0.5634136836818734,-0.268237941856077,1.0527979118264836
Papua Barat,2017,Maluku Papua,Papua,3,10,0.16207866251943506,-0.5615427961063236,-0.26804987103267885,1.0527979118264836
Papua Barat,2018,Maluku Papua,Papua,3,10,-0.07590403521529776,-0.5596500729016534,-0.26789941437396037,1.0527979118264836
Papua Barat,2019,Maluku Papua,Papua,3,10,0.37568264487646325,-0.5577351516507818,-0.2677489577152418,1.0527979118264836
Papua Barat,2020,Maluku Papua,Papua,3,10,1.5156778115862564,-0.5557978511451687,-0.26756088689184365,1.0527979118264836
Papua Barat,2021,Maluku Papua,Papua,3,10,-0.41546471369046545,-0.580079795561235,-0.2669966744216491,1.0527979118264836
Papua Barat,2022,Maluku Papua,Papua,3,10,-0.5721850268328504,-0.5783039518651346,-0.2669966744216491,1.0527979118264836
Papua Barat,2023,Maluku Papua,Papua,3,10,0.6026368761308062,-0.5757398510182142,-0.26662053277485276,1.0527979118264836
Papua Barat,2024,Maluku Papua,Papua,3,10,10.362829711276007,-0.6708833951648981,-0.2784689946489377,2.509650860375298
Riau,2015,Sumatera,Sumatera Bagian Tengah,5,16,0.001875675751663568,-0.17671647051439993,-0.2563142516526329,0.03853320081148591
Riau,2016,Sumatera,Sumatera Bagian Tengah,5,16,-0.22333721868998607,-0.17032125870595355,-0.2560133383351958,0.03853320081148591
Riau,2017,Sumatera,Sumatera Bagian Tengah,5,16,-0.5530303218932255,-0.16385120777031437,-0.2557124250177587,0.03853320081148591
Riau,2018,Sumatera,Sumatera Bagian Tengah,5,16,-0.4973075438870443,-0.1573054116647803,-0.25541151170032167,0.03853320081148591
Riau,2019,Sumatera,Sumatera Bagian Tengah,5,16,-0.6366144889024976,-0.15068314555518966,-0.2550729842182049,0.03853320081148591
Riau,2020,Sumatera,Sumatera Bagian Tengah,5,16,-0.3568397076631289,-0.14398332219029994,-0.25477207090076787,0.03853320081148591
Riau,2021,Sumatera,Sumatera Bagian Tengah,5,16,-0.5007902175124306,-0.13496819730448428,-0.25401978760717514,0.03853320081148591
Riau,2022,Sumatera,Sumatera Bagian Tengah,5,16,0.3304078877464412,-0.12402320146321257,-0.2543959292539715,0.03853320081148591
Riau,2023,Sumatera,Sumatera Bagian Tengah,5,16,0.9131752743944209,-0.12144097976225028,-0.2543959292539715,0.03853320081148591
Riau,2024,Sumatera,Sumatera Bagian Tengah,5,16,1.226615900679191,-0.1137214959404262,-0.25401978760717514,-0.5331432726696949
Sulawesi Barat,2018,Sulawesi,Sulawesi Bagian Barat,4,11,-0.32317386261772757,-0.5976873764123405,-0.2510106544328044,-1.3353344531997386
Sulawesi Barat,2019,Sulawesi,Sulawesi Bagian Barat,4,11,-0.30227782086540944,-0.5962175939410068,-0.250634512786008,-1.3353344531997386
Sulawesi Barat,2020,Sulawesi,Sulawesi Bagian Barat,4,11,-0.4497110043400978,-0.5947305060540631,-0.2502583711392117,-1.3353344531997386
Sulawesi Barat,2021,Sulawesi,Sulawesi Bagian Barat,4,11,-0.6319709240686491,-0.5931358708983812,-0.24988222949241534,-1.3353344531997386
Sulawesi Barat,2022,Sulawesi,Sulawesi Bagian Barat,4,11,-0.23030256594075868,-0.5911606978078205,-0.24912994619882264,-1.3353344531997386
Sulawesi Barat,2023,Sulawesi,Sulawesi Bagian Barat,4,11,0.25611085040486603,-0.5891221017281135,-0.2487538045520263,-1.3353344531997386
Sulawesi Barat,2024,Sulawesi,Sulawesi Bagian Barat,4,11,0.3814871009187738,-0.5871197473564901,-0.2480015212584336,-1.6703491607774192
Sulawesi Selatan,2015,Sulawesi,Sulawesi Bagian Selatan,4,12,0.3373732349972138,0.05233203061716694,-0.21339648975316972,-1.3353344531997386
Sulawesi Selatan,2016,Sulawesi,Sulawesi Bagian Selatan,4,12,0.17600935702098025,0.06140713552986111,-0.21256897813021772,-1.3353344531997386
Sulawesi Selatan,2017,Sulawesi,Sulawesi Bagian Selatan,4,12,1.019977265572935,0.07058842864724046,-0.21177908067194542,-1.3353344531997386
Sulawesi Selatan,2018,Sulawesi,Sulawesi Bagian Selatan,4,12,0.9712198348175265,0.07987708782481774,-0.21095156904899345,-1.3353344531997386
Sulawesi Selatan,2019,Sulawesi,Sulawesi Bagian Selatan,4,12,0.22824946140177527,0.08927447212664605,-0.21008644326136186,-1.3353344531997386
Sulawesi Selatan,2020,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.20476295935459238,0.09878175940823812,-0.2092589316384099,-1.3353344531997386
Sulawesi Selatan,2021,Sulawesi,Sulawesi Bagian Selatan,4,12,0.014645479044746727,0.1047616412420455,-0.2085066483448172,-1.3353344531997386
Sulawesi Selatan,2022,Sulawesi,Sulawesi Bagian Selatan,4,12,1.7652694214056104,0.11258078976109971,-0.20549751517044643,-1.3353344531997386
Sulawesi Selatan,2023,Sulawesi,Sulawesi Bagian Selatan,4,12,3.2639799715301967,0.1249482726446559,-0.2043690902300574,-1.3353344531997386
Sulawesi Selatan,2024,Sulawesi,Sulawesi Bagian Selatan,4,12,2.994653211166986,0.1341083643628063,-0.2036168069364647,0.41350379094430284
Sulawesi Tengah,2015,Sulawesi,Sulawesi Bagian Tengah,4,13,1.860462500499504,-0.4680834947385586,-0.26519119451702666,-1.3353344531997386
Sulawesi Tengah,2016,Sulawesi,Sulawesi Bagian Tengah,4,13,2.067101135605759,-0.46509726859673345,-0.2650031236936285,-1.3353344531997386
Sulawesi Tengah,2017,Sulawesi,Sulawesi Bagian Tengah,4,13,2.2783833355458643,-0.4620761598108778,-0.2647774387055507,-1.3353344531997386
Sulawesi Tengah,2018,Sulawesi,Sulawesi Bagian Tengah,4,13,1.8883238895025944,-0.45901962475537034,-0.2645893678821525,-1.3353344531997386
Sulawesi Tengah,2019,Sulawesi,Sulawesi Bagian Tengah,4,13,0.620630689861969,-0.4559273916174004,-0.2644012970587543,-1.3353344531997386
Sulawesi Tengah,2020,Sulawesi,Sulawesi Bagian Tengah,4,13,0.2770068921571838,-0.45279891677134687,-0.2641756120706765,-1.3353344531997386
Sulawesi Tengah,2021,Sulawesi,Sulawesi Bagian Tengah,4,13,0.13073459989095784,-0.44951904218977373,-0.2637994704238802,-1.3353344531997386
Sulawesi Tengah,2022,Sulawesi,Sulawesi Bagian Tengah,4,13,0.2201232229425406,-0.44551433344652697,-0.2634233287770838,-1.3353344531997386
Sulawesi Tengah,2023,Sulawesi,Sulawesi Bagian Tengah,4,13,1.519160485211643,-0.44363882505319646,-0.2634233287770838,-1.3353344531997386
Sulawesi Tengah,2024,Sulawesi,Sulawesi Bagian Tengah,4,13,1.735086249985596,-0.4404676755958744,-0.26304718713028746,-1.4306138654466019
Sulawesi Tenggara,2015,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.13046592201301718,-0.49892654738182435,-0.257743589910459,-1.3353344531997386
Sulawesi Tenggara,2016,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.1037654242183885,-0.49630110744397227,-0.25744267659302195,-1.3353344531997386
Sulawesi Tenggara,2017,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.5309733889324456,-0.4936450432627895,-0.2571793774402645,-1.3353344531997386
Sulawesi Tenggara,2018,Sulawesi,Sulawesi Bagian Selatan,4,12,-1.2727828711397347,-0.49095790181692495,-0.2568784641228274,-1.3353344531997386
Sulawesi Tenggara,2019,Sulawesi,Sulawesi Bagian Selatan,4,12,-1.3006442601428254,-0.4882393206892978,-0.2565775508053903,-1.3353344531997386
Sulawesi Tenggara,2020,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.8943323371810864,-0.4854889374628273,-0.25627663748795326,-1.3353344531997386
Sulawesi Tenggara,2021,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.7828867811687236,-0.4823812109946516,-0.25590049584115687,-1.3353344531997386
Sulawesi Tenggara,2022,Sulawesi,Sulawesi Bagian Selatan,4,12,-0.19895850331228182,-0.47853052951076047,-0.25401978760717514,-1.3353344531997386
Sulawesi Tenggara,2023,Sulawesi,Sulawesi Bagian Selatan,4,12,0.8063732832159068,-0.4742449475298652,-0.2536436459603788,-1.3353344531997386
Sulawesi Tenggara,2024,Sulawesi,Sulawesi Bagian Selatan,4,12,0.6241133634873551,-0.47024929921363934,-0.25326750431358247,-1.2953785706446022
Sulawesi Utara,2015,Sulawesi,Sulawesi Bagian Utara,4,14,1.8337620027048753,-0.4991829574665164,-0.21516435549311255,-1.3353344531997386
Sulawesi Utara,2016,Sulawesi,Sulawesi Bagian Utara,4,14,2.7589922958491777,-0.49656059807385144,-0.2143744580348402,-1.3353344531997386
Sulawesi Utara,2017,Sulawesi,Sulawesi Bagian Utara,4,14,1.8151877433694812,-0.49390752383358555,-0.21358456057656788,-1.3353344531997386
Sulawesi Utara,2018,Sulawesi,Sulawesi Bagian Utara,4,14,2.7996234881453517,-0.49122346293290814,-0.2127570489536159,-1.3353344531997386
Sulawesi Utara,2019,Sulawesi,Sulawesi Bagian Utara,4,14,1.4820119665408555,-0.4885079623504681,-0.2119671514953436,-1.3353344531997386
Sulawesi Utara,2020,Sulawesi,Sulawesi Bagian Utara,4,14,0.9340713161467391,-0.4857607502734549,-0.21113963987239162,-1.3353344531997386
Sulawesi Utara,2021,Sulawesi,Sulawesi Bagian Utara,4,14,0.8899574502251787,-0.48424765896096117,-0.21076349822559529,-1.3353344531997386
Sulawesi Utara,2022,Sulawesi,Sulawesi Bagian Utara,4,14,2.353841264095901,-0.48235402971358887,-0.21339648975316972,-1.3353344531997386
Sulawesi Utara,2023,Sulawesi,Sulawesi Bagian Utara,4,14,4.331999883315339,-0.4803607357689864,-0.21264420645957702,-1.3353344531997386
Sulawesi Utara,2024,Sulawesi,Sulawesi Bagian Utara,4,14,3.7747721032535257,-0.47852146908373955,-0.21226806481278065,2.0977979171146623
Sumatera Barat,2015,Sumatera,Sumatera Bagian Tengah,5,16,1.7745565510733075,-0.25019934238643987,-0.235400776090756,0.03853320081148591
Sumatera Barat,2016,Sumatera,Sumatera Bagian Tengah,5,16,1.4344154269939087,-0.24466387449800864,-0.23483656362056146,0.03853320081148591
Sumatera Barat,2017,Sumatera,Sumatera Bagian Tengah,5,16,1.0246208304067836,-0.23906362455637784,-0.23427235115036696,0.03853320081148591
Sumatera Barat,2018,Sumatera,Sumatera Bagian Tengah,5,16,0.9363930985636632,-0.23339786772738574,-0.23370813868017243,0.03853320081148591
Sumatera Barat,2019,Sumatera,Sumatera Bagian Tengah,5,16,0.5033806778072956,-0.22766587917687073,-0.2331439262099779,0.03853320081148591
Sumatera Barat,2020,Sumatera,Sumatera Bagian Tengah,5,16,-0.1676144406838046,-0.2218667528621307,-0.2325797137397834,0.03853320081148591
Sumatera Barat,2021,Sumatera,Sumatera Bagian Tengah,5,16,-0.6656367691140505,-0.21772613771357013,-0.23220357209298703,0.03853320081148591
Sumatera Barat,2022,Sumatera,Sumatera Bagian Tengah,5,16,-0.2604857373607735,-0.2122536397929343,-0.2318274304461907,0.03853320081148591
Sumatera Barat,2023,Sumatera,Sumatera Bagian Tengah,5,16,0.7216282249981726,-0.20168918188654122,-0.23069900550580166,0.03853320081148591
Sumatera Barat,2024,Sumatera,Sumatera Bagian Tengah,5,16,0.7610985260858845,-0.19453144454001423,-0.22994672221220896,1.9195332103302079
Sumatera Selatan,2015,Sumatera,Sumatera Bagian Selatan,5,15,1.145353516086843,0.0005196162809534607,-0.24958131617497828,0.03853320081148591
Sumatera Selatan,2016,Sumatera,Sumatera Bagian Selatan,5,15,-0.5332951713493697,0.008988488021677858,-0.24920517452818194,0.03853320081148591
Sumatera Selatan,2017,Sumatera,Sumatera Bagian Selatan,5,15,0.38845244816954677,0.017556480834011123,-0.24882903288138558,0.03853320081148591
Sumatera Selatan,2018,Sumatera,Sumatera Bagian Selatan,5,15,0.05875934496630709,0.02622468196919577,-0.2484152770699096,0.03853320081148591
Sumatera Selatan,2019,Sumatera,Sumatera Bagian Selatan,5,15,-0.059651558296828465,0.03499426928274451,-0.24803913542311326,0.03853320081148591
Sumatera Selatan,2020,Sumatera,Sumatera Bagian Selatan,5,15,-0.17225800551765313,0.04386651123444028,-0.24762537961163728,0.03853320081148591
Sumatera Selatan,2021,Sumatera,Sumatera Bagian Selatan,5,15,-0.07358225279837366,0.051431967796908715,-0.2472492379648409,0.03853320081148591
Sumatera Selatan,2022,Sumatera,Sumatera Bagian Selatan,5,15,-0.30808227690772,0.061045080866105134,-0.24461624643726648,0.03853320081148591
Sumatera Selatan,2023,Sumatera,Sumatera Bagian Selatan,5,15,0.9886332029444581,0.06888235023920118,-0.24424010479047015,0.03853320081148591
Sumatera Selatan,2024,Sumatera,Sumatera Bagian Selatan,5,15,1.4599550335800755,0.0773810307848244,-0.24386396314367378,-0.361025624739877
Sumatera Utara,2015,Sumatera,Sumatera Bagian Utara,5,17,1.0861480644552757,0.5418106373056899,-0.21019928575540076,0.03853320081148591
Sumatera Utara,2016,Sumatera,Sumatera Bagian Utara,5,17,1.2045589677184112,0.5566125663254972,-0.2093341599677692,0.03853320081148591
Sumatera Utara,2017,Sumatera,Sumatera Bagian Utara,5,17,1.3937842346977347,0.5715877307099444,-0.2085066483448172,0.03853320081148591
Sumatera Utara,2018,Sumatera,Sumatera Bagian Utara,5,17,0.7994079359651339,0.5867381237529763,-0.20764152255718563,0.03853320081148591
Sumatera Utara,2019,Sumatera,Sumatera Bagian Utara,5,17,0.6032173217350374,0.6020657387485373,-0.20673878260487435,0.03853320081148591
Sumatera Utara,2020,Sumatera,Sumatera Bagian Utara,5,17,0.7436851579589527,0.6175727501991126,-0.20587365681724276,0.03853320081148591
Sumatera Utara,2021,Sumatera,Sumatera Bagian Utara,5,17,0.9955985501952308,0.6299674143637316,-0.20512137352365006,0.03853320081148591
Sumatera Utara,2022,Sumatera,Sumatera Bagian Utara,5,17,1.5017471170847112,0.6461855787311789,-0.2036168069364647,0.03853320081148591
Sumatera Utara,2023,Sumatera,Sumatera Bagian Utara,5,17,2.855346266151533,0.6707755776659565,-0.20248838199607566,0.03853320081148591
Sumatera Utara,2024,Sumatera,Sumatera Bagian Utara,5,17,2.6777299112568302,0.6890685798211945,-0.2013599570556866,1.4031802665407547
